year,country,region,rank,score,social_support,health,freedom,trust,generosity,social_support_std,health_std,freedom_std,trust_std,generosity_std,gdp_std,total_area
2015,Burundi,Africa,157,2.905,0.41587,0.22396,0.1185,0.10062,0.19727,-2.118466603,-1.649647665,-2.064471756,-0.357714517,-0.316949873,-2.067566442,27834
2015,Togo,Africa,158,2.839,0.13995,0.28443,0.36453,0.10731,0.16681,-3.134724855,-1.404128714,-0.426620992,-0.301803127,-0.558153396,-1.586333787,56785
2016,Denmark,Europe,1,7.526,1.16374,0.79504,0.57941,0.44453,0.36171,1.392183356,1.03850712,1.436930059,2.772821866,0.893091992,1.186298901,43094
2016,Switzerland,Europe,2,7.509,1.14524,0.86303,0.58557,0.41203,0.28083,1.322596553,1.335903279,1.479400331,2.479192417,0.286472447,1.394308393,41284
2016,Iceland,Europe,3,7.501,1.18326,0.86733,0.56624,0.14975,0.47678,1.465606836,1.354711978,1.346129168,0.109557593,1.7561448,1.149535564,103000
2016,Norway,Europe,4,7.498,1.1269,0.79579,0.59609,0.35776,0.37895,1.253611582,1.041787707,1.551930732,1.988876411,1.022396159,1.516147735,323802
2016,Finland,Europe,5,7.413,1.13464,0.81091,0.57104,0.41004,0.25492,1.282725196,1.107924344,1.379222887,2.46121326,0.092141185,1.099253433,338424
2016,Canada,North America,6,7.404,1.0961,0.8276,0.5737,0.31329,0.44834,1.137758959,1.180928343,1.397562323,1.587100978,1.542837927,1.182335658,9984670
2016,Netherlands,Europe,7,7.339,1.02912,0.81231,0.55211,0.29927,0.47416,0.885817119,1.114048106,1.248709534,1.460433751,1.736494167,1.241978824,41850
2016,New Zealand,Australia,8,7.334,1.17278,0.83096,0.58147,0.41904,0.49401,1.426186853,1.195625373,1.45113278,2.54252603,1.885373964,0.989060678,270467
2016,Australia,Australia,9,7.313,1.10476,0.8512,0.56837,0.32331,0.47407,1.170333106,1.284157484,1.360814506,1.677629196,1.735819145,1.192742211,7692024
2016,Sweden,Europe,10,7.291,1.08764,0.83121,0.58218,0.40867,0.38254,1.105937102,1.196718902,1.456027893,2.448835649,1.049322026,1.210686221,450295
2016,Israel,Africa,11,7.267,0.99537,0.84917,0.36432,0.08728,0.32288,0.758868222,1.275278028,-0.046013268,-0.454843381,0.601857609,0.933137611,20770
2016,Austria,Europe,12,7.119,1.08383,0.80565,0.54355,0.21348,0.32865,1.091605982,1.084916493,1.189692402,0.685342355,0.645134003,1.207209265,83871
2016,United States,North America,13,7.104,1.04782,0.779,0.48163,0.14868,0.41077,0.956156211,0.968346296,0.76278343,0.099890408,1.261053848,1.347211446,9372610
2016,Costa Rica,South America,14,7.087,1.02152,0.76146,0.55225,0.10547,0.22553,0.857230108,0.891624299,1.249674767,-0.290501238,-0.128290917,0.279396967,51100
2016,Puerto Rico,South America,15,7.039,1.08113,0.77758,0.46823,0.12275,0.22202,1.081450071,0.962135052,0.670396798,-0.134380718,-0.154616765,0.986070009,8870
2016,Germany,Europe,16,6.994,1.09774,0.81487,0.53466,0.28551,0.30452,1.143927735,1.125245844,1.128400077,1.33611556,0.464153172,1.201106357,357114
2016,Brazil,South America,17,6.952,1.03938,0.61415,0.40425,0.14166,0.15776,0.924409583,0.247273245,0.229285105,0.036466447,-0.636582294,0.324986423,8515767
2016,Belgium,Europe,18,6.929,1.05249,0.81959,0.51354,0.26248,0.2424,0.973722177,1.145891672,0.982787714,1.128045216,-0.00176184,1.146447638,30528
2016,Ireland,Europe,19,6.907,1.16157,0.81455,0.54008,0.29754,0.44963,1.384021012,1.123846127,1.165768401,1.44480363,1.552513239,1.287519651,70273
2016,Luxembourg,Europe,20,6.871,1.03999,0.84542,0.5487,0.35329,0.27571,0.926704067,1.258875093,1.225199204,1.948491069,0.248071209,1.808114769,2586
2016,Mexico,South America,21,6.778,0.7146,0.71143,0.37709,0.18355,0.11735,-0.297233757,0.672787267,0.042029813,0.414932219,-0.93966706,0.391948216,1964375
2016,Singapore,Asia,22,6.739,0.86758,0.94719,0.4877,0.46987,0.32706,0.27819268,1.704028896,0.804633195,3.001762488,0.633208619,1.681752954,710
2016,United Kingdom,Europe,23,6.725,1.08672,0.80991,0.50036,0.27399,0.50156,1.102476569,1.103550227,0.891917878,1.232035214,1.942000788,1.091594404,242900
2016,Chile,South America,24,6.705,0.90587,0.81883,0.37789,0.11451,0.31595,0.422218555,1.142567344,0.047545433,-0.208827077,0.549880934,0.639030912,756102
2016,Panama,South America,25,6.701,0.98912,0.70835,0.48927,0.08423,0.2418,0.735359167,0.659314989,0.815457599,-0.482399376,-0.006261985,0.557237349,75417
2016,Argentina,South America,26,6.65,1.06612,0.69711,0.42284,0.07296,0.10989,1.024990724,0.610149923,0.35745432,-0.584221034,-0.995618863,0.480185089,2780400
2016,Czech Republic,Europe,27,6.596,1.00793,0.76376,0.41418,0.03986,0.09929,0.806112019,0.901684766,0.297747736,-0.883271334,-1.075121424,0.863817324,78865
2016,United Arab Emirates,Africa,28,6.573,0.87114,0.72993,0.56215,0.35561,0.26591,0.291583438,0.753708416,1.317930562,1.969451694,0.174568841,1.506616499,83600
2016,Uruguay,South America,29,6.545,1.03143,0.72183,0.54388,0.21394,0.18056,0.894506065,0.718278075,1.191967595,0.689498341,-0.465576784,0.553614506,181034
2016,Malta,Europe,30,6.488,1.09879,0.80315,0.54994,0.17554,0.56237,1.147877256,1.073981202,1.233748415,0.342563854,2.398090484,0.860583512,316
2016,Colombia,South America,31,6.481,1.02169,0.59659,0.44735,0.05399,0.15626,0.857869554,0.170463765,0.526439122,-0.755610284,-0.647832657,0.18585956,1141748
2016,France,Europe,32,6.478,1.00508,0.83795,0.46562,0.17808,0.1216,0.79539189,1.226200445,0.652402089,0.365512124,-0.907791033,1.072264475,551695
2016,Thailand,Asia,33,6.474,1.04477,0.64915,0.49553,0.02833,0.58696,0.944683792,0.400367311,0.858617324,-0.987442027,2.582521426,0.329265753,513120
2016,Saudi Arabia,Africa,34,6.379,0.84829,0.59267,0.37904,0.30008,0.15457,0.205634333,0.15331723,0.055474137,1.467751901,-0.660508065,1.30240005,2149690
2016,Taiwan,Asia,34,6.379,0.92624,0.79565,0.32377,0.0663,0.25495,0.498839267,1.041175331,-0.325586246,-0.644392484,0.092366193,1.078124239,36193
2016,Qatar,Africa,36,6.375,0.87964,0.71723,0.56679,0.48049,0.32388,0.323555753,0.69815714,1.349921157,3.097711557,0.60935785,2.116299493,11586
2016,Spain,Europe,37,6.361,1.12945,0.87896,0.37545,0.06137,0.17665,1.263203277,1.405582949,0.030722793,-0.688933812,-0.494902729,0.944978713,505992
2016,Algeria,Africa,38,6.355,0.83309,0.61804,0.21006,0.16157,0.07044,0.148460311,0.264288557,-1.109562654,0.216348365,-1.291503396,0.240177877,2381741
2016,Guatemala,South America,39,6.324,0.87119,0.54039,0.50379,0.08701,0.28808,0.29177151,-0.075361564,0.915566098,-0.457282764,0.340849199,-0.290167306,108889
2016,Suriname,South America,40,6.269,0.77866,0.50933,0.52234,0.12692,0.16665,-0.056275347,-0.211221612,1.043459532,-0.096705801,-0.569905146,0.347647422,163820
2016,Kuwait,Africa,41,6.239,0.87758,0.63569,0.43166,0.23669,0.15965,0.315807168,0.341491707,0.418264028,0.895038955,-0.622406838,1.61267581,17818
2016,Bahrain,Africa,42,6.218,0.94397,0.65696,0.47375,0.25772,0.17147,0.565529754,0.434529159,0.708454575,1.085039795,-0.533753981,1.182554487,765
2016,Trinidad and Tobago,South America,43,6.168,0.98569,0.52608,0.48453,0.01241,0.31935,0.722457398,-0.137955166,0.782777552,-1.131275283,0.575381756,0.904106246,5130
2016,Venezuela,South America,44,6.084,1.03302,0.61904,0.19847,0.08304,0.0425,0.900486769,0.268662673,-1.189470196,-0.493150731,-1.501060148,0.437148642,916445
2016,Slovakia,Europe,45,6.078,1.08268,0.70367,0.23391,0.02947,0.13837,1.087280316,0.638844125,-0.945128239,-0.97714241,-0.78201198,0.792284428,49037
2016,El Salvador,South America,46,6.068,0.80975,0.596,0.37269,0.10613,0.08877,0.060668096,0.167883036,0.011693904,-0.284538301,-1.154023966,-0.194952207,21041
2016,Malaysia,Asia,47,6.005,0.88025,0.62366,0.39031,0.09081,0.41474,0.325850236,0.28887109,0.13317543,-0.422950706,1.290829808,0.723450427,330803
2016,Nicaragua,South America,48,5.992,0.89521,0.65213,0.46582,0.16292,0.29773,0.38212151,0.413402177,0.653780994,0.22854528,0.413226531,-0.632270586,130373
2016,Uzbekistan,Europe,49,5.987,1.1681,0.50163,0.60848,0.28333,0.34326,1.408583273,-0.244902307,1.637353893,1.3164198,0.754712534,-0.529980003,447400
2016,Italy,Europe,50,5.977,1.04167,0.85102,0.18827,0.02556,0.16684,0.933023301,1.283370143,-1.259794348,-1.012468291,-0.5684801,0.975177169,301336
2016,Ecuador,South America,51,5.976,0.85974,0.68613,0.4027,0.18037,0.10074,0.248702922,0.562122127,0.218598592,0.386201707,-1.064246074,0.046635439,276841
2016,Belize,South America,52,5.956,0.68655,0.45569,0.51231,0.10771,0.23684,-0.402742396,-0.445849204,0.974307449,-0.270263393,-0.043463184,-0.188970871,22966
2016,Japan,Asia,53,5.921,1.06054,0.91491,0.46761,0.18985,0.10224,1.00400184,1.562832426,0.666122193,0.471851159,-1.052995711,1.036254883,377930
2016,Kazakhstan,Europe,54,5.919,0.95544,0.57386,0.4052,0.11132,0.15011,0.608673571,0.071040104,0.235834904,-0.237647937,-0.693959143,0.669983113,2724900
2016,Moldova,Europe,55,5.897,0.83132,0.52309,0.25202,0.01903,0.19997,0.141802547,-0.151033774,-0.820268396,-1.071465223,-0.319997094,-0.637303662,33846
2016,Russia,Europe,56,5.856,1.05261,0.58991,0.32682,0.03586,0.02736,0.974173551,0.141244669,-0.304557945,-0.919410343,-1.614613807,0.67691271,17098242
2016,South Korea,Asia,57,5.835,0.72194,0.88645,0.25168,0.07716,0.18824,-0.269624723,1.438345079,-0.822612535,-0.546275074,-0.407974929,0.986191581,100210
2016,Poland,Europe,57,5.835,1.04685,0.69058,0.4519,0.055,0.14443,0.952507606,0.581586944,0.557809209,-0.746485184,-0.736560516,0.70990732,312679
2016,Bolivia,South America,59,5.822,0.83779,0.4697,0.50961,0.07746,0.21698,0.16613912,-0.384567836,0.955692232,-0.543564649,-0.192417983,-0.388202873,1098581
2016,Lithuania,Europe,60,5.813,1.06411,0.64674,0.18929,0.0182,0.02025,1.017430212,0.389825691,-1.252761933,-1.078964068,-1.667940525,0.766681389,65300
2016,Belarus,Europe,61,5.802,1.04993,0.63104,0.29091,0.17457,0.13942,0.964092868,0.321152067,-0.552140329,0.333800144,-0.774136726,0.429732757,207600
2016,North Cyprus,Europe,62,5.771,0.81826,0.84142,0.43596,0.16578,0.26322,0.092678025,1.241378628,0.447910485,0.254384672,0.154393191,0.869312373,3355
2016,Slovenia,Europe,63,5.768,1.05613,0.79151,0.53164,0.03635,0.25738,0.987413851,1.02306649,1.107578612,-0.914983314,0.11059178,0.840281007,20273
2016,Peru,South America,64,5.743,0.81255,0.62994,0.37502,0.05292,0.14527,0.071200153,0.316340539,0.027758147,-0.765277469,-0.730260313,0.102461248,1285216
2016,Turkmenistan,Europe,65,5.658,1.03817,0.44006,0.37408,0.28467,0.22567,0.91985823,-0.51421664,0.021277294,1.328526368,-0.127240883,0.307066727,488100
2016,Mauritius,Africa,66,5.648,0.75695,0.66189,0.46145,0.05203,0.36951,-0.1379364,0.456093551,0.62365192,-0.773318399,0.951593877,0.461584591,2040
2016,Libya,Africa,67,5.615,0.95076,0.52304,0.40672,0.10339,0.17087,0.591069991,-0.15125248,0.246314581,-0.309293522,-0.538254126,0.274752921,1759540
2016,Latvia,Europe,68,5.56,0.95025,0.63952,0.27996,0.0889,0.17445,0.589151652,0.358244572,-0.627635375,-0.440207083,-0.511403261,0.641900008,64559
2016,Cyprus,Europe,69,5.546,0.70697,0.8488,0.29507,0.05228,0.27906,-0.325933611,1.273659605,-0.523459106,-0.771059711,0.273197019,0.886721466,9251
2016,Paraguay,South America,70,5.538,1.11111,0.58295,0.46235,0.07396,0.25296,1.194218306,0.11080082,0.629856993,-0.575186281,0.077440712,-0.146250511,406752
2016,Romania,Europe,71,5.528,0.72803,0.67602,0.36712,0.00679,0.12889,-0.246717499,0.517899813,-0.026708598,-1.182050591,-0.853114271,0.524753341,238391
2016,Estonia,Europe,72,5.517,1.05163,0.68098,0.41511,0.18519,0.08423,0.970487331,0.539595429,0.304159644,0.429749213,-1.188075064,0.792065598,45227
2016,Jamaica,South America,73,5.51,0.96372,0.59469,0.43597,0.04294,0.22245,0.639818367,0.162152944,0.44797943,-0.855444297,-0.151391661,-0.147223086,10991
2016,Croatia,Europe,74,5.488,0.60809,0.70524,0.23907,0.04002,0.18434,-0.697865668,0.645711487,-0.909552492,-0.881825773,-0.437225871,0.56557718,56594
2016,Hong Kong,Asia,75,5.458,0.87021,0.95277,0.48079,0.31647,0.40097,0.28808529,1.728436464,0.756992029,1.61583149,1.18755148,1.353873585,1104
2016,Somalia,Africa,76,5.44,0.33613,0.11466,0.56778,0.3118,0.27225,-1.720829283,-1.937554043,1.356746736,1.573639197,0.222120373,-2.319299295,637657
2016,Kosovo,Europe,77,5.401,0.66062,0.54,0.14396,0.06547,0.27992,-0.500276763,-0.077067469,-1.56529074,-0.651891328,0.279647227,-0.127479812,10887
2016,Turkey,Africa,78,5.389,0.87717,0.64718,0.23889,0.12348,0.04707,0.314264974,0.391750302,-0.910793506,-0.127785349,-1.466784044,0.513131069,783562
2016,Indonesia,Asia,79,5.314,0.87625,0.49374,0.39237,0.00322,0.56521,0.310804441,-0.279414084,0.147378151,-1.214304657,2.41939117,-0.006904818,1904569
2016,Jordan,Africa,80,5.303,0.86216,0.60712,0.36023,0.13297,0.14262,0.257805628,0.216523208,-0.074211874,-0.04204555,-0.750135953,0.104187569,89342
2016,Azerbaijan,Europe,81,5.291,0.76042,0.54504,0.35327,0.17914,0.0564,-0.124884173,-0.055021924,-0.122197766,0.375088962,-1.396806789,0.412980152,86600
2016,Philippines,Asia,82,5.279,0.87877,0.47036,0.54854,0.11757,0.21674,0.320283292,-0.38168092,1.22409608,-0.181180735,-0.194218041,-0.344558567,342353
2016,China,Asia,83,5.245,0.79381,0.73561,0.44012,0.02745,0.04959,0.000710602,0.778553396,0.476591708,-0.995392609,-1.447883435,0.179732337,9706961
2016,Bhutan,Asia,84,5.196,0.90836,0.49759,0.46074,0.1616,0.48546,0.431584562,-0.262573736,0.618756808,0.216619407,1.821246898,-0.246012398,38394
2016,Kyrgyzstan,Europe,85,5.185,0.95434,0.55449,0.40212,0.04762,0.38432,0.604535978,-0.013686526,0.214599768,-0.813161656,1.062672456,-0.95662437,199951
2016,Serbia,Europe,86,5.177,0.81329,0.6458,0.15718,0.04339,0.20737,0.073983625,0.385714022,-1.474145123,-0.851378658,-0.264495306,0.195706882,88361
2016,Bosnia and Herzegovina,Europe,87,5.163,0.64367,0.70766,0.09511,0,0.29889,-0.56403332,0.656296849,-1.902088273,-1.243396559,0.421926811,-0.048749861,51209
2016,Montenegro,Europe,88,5.161,0.74173,0.63533,0.15111,0.12721,0.17191,-0.195185651,0.339917026,-1.515994888,-0.094085723,-0.530453875,0.302714454,13812
2016,Dominican Republic,South America,89,5.155,0.99496,0.57669,0.52259,0.12372,0.21286,0.757326028,0.083418853,1.045183163,-0.125617009,-0.223318979,0.179902537,48671
2016,Morocco,Africa,90,5.151,0.38595,0.59471,0.25646,0.08404,0.04053,-1.533433904,0.162240427,-0.789656706,-0.484115979,-1.515835624,-0.275481423,446550
2016,Hungary,Europe,91,5.145,0.93164,0.67608,0.1977,0.04472,0.099,0.51915109,0.51816226,-1.19477898,-0.839362438,-1.077296494,0.699136051,93028
2016,Pakistan,Asia,92,5.132,0.26135,0.40306,0.14622,0.1388,0.31185,-2.002110424,-0.676058938,-1.549709114,0.010627055,0.519129943,-0.646081152,881912
2016,Lebanon,Africa,93,5.129,0.64184,0.76171,0.26228,0.03061,0.23693,-0.570916771,0.892717828,-0.749530572,-0.966842792,-0.042788162,0.410427142,10452
2016,Portugal,Europe,94,5.123,0.94367,0.79363,0.44727,0.01521,0.11691,0.564401319,1.032339616,0.52588756,-1.105977977,-0.942967166,0.783385366,92090
2016,Macedonia,Europe,95,5.121,0.78236,0.64738,0.27668,0.07047,0.23507,-0.042357986,0.392625126,-0.650249416,-0.606717567,-0.056738612,0.159065117,25713
2016,Vietnam,Asia,96,5.061,0.79117,0.66157,0.55954,0.11556,0.25075,-0.009219622,0.454693834,1.299935852,-0.199340587,0.060865178,-0.519135791,331212
2016,Somaliland,Africa,97,5.057,0.75862,0.33108,0.3913,0.36794,0.51479,-0.131654781,-0.990907821,0.14000101,2.08085019,2.041228986,-1.697872457,637657
2016,Tunisia,Africa,98,5.045,0.43165,0.59577,0.23553,0.0817,0.03936,-1.361535694,0.16687699,-0.933959109,-0.505257299,-1.524610907,0.056798848,163610
2016,Greece,Europe,99,5.033,0.75473,0.80029,0.05822,0.04127,0,-0.146286817,1.06147123,-2.156427291,-0.870532333,-1.819820419,0.717225947,131990
2016,Tajikistan,Europe,100,4.996,0.75602,0.53119,0.43408,0.13509,0.25998,-0.141434548,-0.115603433,0.434948778,-0.022891875,0.130092408,-1.131906711,143100
2016,Mongolia,Asia,101,4.907,1.08983,0.55469,0.35972,0.03285,0.34539,1.114174675,-0.012811703,-0.077728081,-0.946604947,0.770688048,0.08424978,1564110
2016,Laos,Asia,102,4.876,0.5497,0.38291,0.52168,0.22423,0.43079,-0.917496663,-0.764197379,1.038909146,0.782465941,1.411208686,-0.664900479,236800
2016,Nigeria,Africa,103,4.875,0.64498,0.05108,0.27854,0.0305,0.23219,-0.559105822,-2.21566035,-0.6374256,-0.967836615,-0.078339308,-0.490469141,923768
2016,Honduras,South America,104,4.871,0.75596,0.58383,0.26755,0.06906,0.2044,-0.141660235,0.114650043,-0.713196427,-0.619456568,-0.286771023,-0.631176439,112492
2016,Iran,Africa,105,4.813,0.38857,0.64232,0.22544,0.0557,0.38538,-1.523578908,0.370492098,-1.003524864,-0.740160858,1.070622712,0.39802681,1648195
2016,Zambia,Africa,106,4.795,0.6376,0.23573,0.42662,0.11479,0.17866,-0.586865314,-1.407979798,0.383515624,-0.206297346,-0.479827244,-0.831210815,752612
2016,Nepal,Asia,107,4.793,0.69699,0.50073,0.37012,0.07008,0.3816,-0.36347287,-0.248839011,-0.006025024,-0.61024112,1.042271799,-1.234245923,147181
2016,Palestinian Territories,Africa,108,4.754,0.71629,0.56844,0.17744,0.10613,0.11154,-0.290876908,0.047332395,-1.334462051,-0.284538301,-0.983243464,-0.689652515,6220
2016,Albania,Europe,109,4.655,0.50163,0.73007,0.31866,0.05301,0.1684,-1.098309507,0.754320792,-0.360817267,-0.764464341,-0.556779723,0.003453106,28748
2016,Bangladesh,Asia,110,4.643,0.24749,0.52989,0.39778,0.12583,0.19132,-2.054244104,-0.121289784,0.18467753,-0.106553681,-0.384874184,-1.002019311,147570
2016,Sierra Leone,Africa,111,4.635,0.628,0,0.30685,0.08196,0.23897,-0.622975223,-2.439090204,-0.442241605,-0.502908263,-0.027487669,-1.432189263,71740
2016,Iraq,Africa,112,4.575,0.59205,0.51076,0.24856,0.13636,0.19589,-0.758199307,-0.204966626,-0.844123452,-0.01141774,-0.35059808,0.293864021,438317
2016,Namibia,Africa,113,4.574,0.70362,0.34745,0.48614,0.10398,0.07795,-0.338534465,-0.919303539,0.793877736,-0.303963018,-1.235176581,-0.051084041,825615
2016,Cameroon,Africa,114,4.513,0.62542,0.12698,0.42736,0.06126,0.2268,-0.632679761,-1.883664932,0.388617572,-0.689927635,-0.11876561,-1.042867464,475442
2016,Ethiopia,Africa,115,4.508,0.37932,0.34578,0.36703,0.1717,0.29522,-1.558372309,-0.926608313,-0.027329106,0.307870405,0.394400924,-1.607301404,1104300
2016,South Africa,Africa,116,4.459,0.96053,0.18611,0.42483,0.08415,0.13656,0.627819346,-1.625023442,0.371174424,-0.483122156,-0.795587418,0.170881904,1221037
2016,Sri Lanka,Asia,117,4.415,0.84783,0.62007,0.50817,0.07964,0.46978,0.203904066,0.273168013,0.945764116,-0.523868889,1.703643109,0.046927212,65610
2016,India,Asia,118,4.404,0.29247,0.45091,0.40285,0.08722,0.25028,-1.885054137,-0.466757479,0.219632771,-0.455385466,0.057340064,-0.519160106,3287590
2016,Myanmar,Asia,119,4.395,0.69981,0.3988,0.42692,0.20243,0.81971,-0.352865585,-0.694692673,0.385583981,0.585508342,4.328202673,-1.489887279,676578
2016,Egypt,Africa,120,4.362,0.49813,0.52116,0.18847,0.10393,0.12706,-1.111474578,-0.159475818,-1.258415443,-0.304414756,-0.866839713,0.000170665,1002450
2016,Armenia,Europe,121,4.36,0.62477,0.64083,0.14037,0.03616,0.07793,-0.635124702,0.363974665,-1.590042084,-0.916699917,-1.235326586,-0.226171867,29743
2016,Kenya,Africa,122,4.356,0.7624,0.30147,0.40576,0.06686,0.41328,-0.117436504,-1.1204254,0.239695838,-0.639333023,1.279879455,-1.048459771,580367
2016,Ukraine,Europe,123,4.324,1.01413,0.58628,0.12859,0.01829,0.20363,0.829433001,0.125366627,-1.671259585,-1.07815094,-0.292546209,-0.196970301,603500
2016,Ghana,Africa,124,4.276,0.49353,0.29681,0.40973,0.0326,0.21203,-1.128777242,-1.140808782,0.267067101,-0.948863635,-0.229544179,-0.784891928,238533
2016,Congo (Kinshasa),Africa,125,4.272,0.80676,0.188,0.15602,0.06075,0.25458,0.049421364,-1.616756363,-1.482142771,-0.694535359,0.089591103,-2.181655609,2344858
2016,Georgia,Europe,126,4.252,0.19249,0.64035,0.32461,0.3188,0.06786,-2.261123788,0.361875089,-0.319794845,1.636882463,-1.31085402,-0.281949047,69700
2016,Congo (Brazzaville),Africa,127,4.236,0.47799,0.28212,0.37938,0.09753,0.12077,-1.187230157,-1.205064548,0.057818275,-0.362237171,-0.914016233,-0.444442026,342000
2016,Senegal,Africa,128,4.219,0.77416,0.40457,0.31056,0.11681,0.19103,-0.073201866,-0.669454023,-0.416662918,-0.188047147,-0.387049254,-1.241832008,196722
2016,Bulgaria,Europe,129,4.217,0.92542,0.67806,0.21219,0.00615,0.12793,0.495754879,0.52682301,-1.094877317,-1.187832833,-0.860314503,0.387036712,110879
2016,Mauritania,Africa,130,4.201,0.84142,0.28639,0.1268,0.17955,0.22686,0.17979318,-1.186387072,-1.683600784,0.37879321,-0.118315596,-0.826615398,1030700
2016,Zimbabwe,Africa,131,4.193,0.71478,0.1595,0.25429,0.08582,0.18503,-0.296556696,-1.741418674,-0.804617825,-0.46803412,-0.432050704,-1.467299223,390757
2016,Malawi,Africa,132,4.156,0.147,0.29364,0.4143,0.07564,0.30968,-2.432232094,-1.15467473,0.298575079,-0.560007898,0.502854419,-2.107545389,118484
2016,Sudan,Africa,133,4.139,0.81928,0.29759,0,0.10039,0.18077,0.096514703,-1.137396971,-2.557826521,-0.336397779,-0.464001734,-0.785815874,1886068
2016,Gabon,Africa,134,4.121,0.72368,0.3494,0.28098,0.09314,0.06244,-0.263079802,-0.910774012,-0.62060296,-0.401899733,-1.351505329,0.497545554,267668
2016,Mali,Africa,135,4.073,0.86333,0.16347,0.27544,0.13647,0.21064,0.262206523,-1.724053433,-0.658798627,-0.010423917,-0.239969515,-1.558453821,1240192
2016,Haiti,South America,136,4.028,0.29561,0.27494,0.12072,0.14476,0.47958,-1.873243188,-1.236470703,-1.725519495,0.064474179,1.777145477,-1.490251994,27750
2016,Botswana,Africa,137,3.974,0.89186,0.34752,0.44089,0.10769,0.12425,0.369520657,-0.918997351,0.481900492,-0.270444088,-0.887915392,0.341325684,582000
2016,Comoros,Africa,138,3.956,0.60323,0.29981,0.15412,0.18437,0.1827,-0.716146309,-1.127686433,-1.495242368,0.422340716,-0.449526267,-1.650435108,1862
2016,Ivory Coast,Africa,139,3.916,0.57576,0.04476,0.40663,0.1553,0.20338,-0.819473308,-2.243304764,0.245694074,0.159700468,-0.29442127,-0.96968119,322463
2016,Cambodia,Asia,140,3.907,0.5375,0.42494,0.58852,0.08092,0.40339,-0.963386339,-0.580353276,1.499739179,-0.512304406,1.205702065,-0.967322696,181035
2016,Angola,Africa,141,3.866,0.66366,0.04991,0.00589,0.08434,0.12071,-0.488841959,-2.220778065,-2.517217771,-0.481405553,-0.914466248,-0.259117847,1246700
2016,Niger,Africa,142,3.856,0.6053,0.26162,0.38041,0.17176,0.2097,-0.70836011,-1.29473393,0.064919635,0.30841249,-0.247019742,-1.996647517,1267000
2016,South Sudan,Africa,143,3.832,0.18519,0.15781,0.19662,0.13015,0.25899,-2.288582364,-1.74881093,-1.202225067,-0.067523552,0.122667169,-1.361458741,619745
2016,Chad,Africa,144,3.763,0.63178,0.03824,0.12807,0.04952,0.18667,-0.608756946,-2.271824001,-1.674844738,-0.795995627,-0.419750308,-1.292892199,1284000
2016,Uganda,Africa,145,3.739,0.90981,0.19625,0.43653,0.06442,0.27102,0.437038663,-1.580669904,0.451840364,-0.661377818,0.212895076,-1.475128452,241550
2016,Burkina Faso,Africa,145,3.739,0.63054,0.21297,0.3337,0.12533,0.24353,-0.613421143,-1.507534682,-0.257123615,-0.111071058,0.006713433,-1.541360814,272967
2016,Yemen,Africa,147,3.724,0.47493,0.31048,0.2287,0.05892,0.09821,-1.19874019,-1.081014614,-0.981048713,-0.711068956,-1.083221685,-0.910548626,527968
2016,Madagascar,Africa,148,3.695,0.46115,0.37109,0.13684,0.07506,0.2204,-1.250572954,-0.815899432,-1.614379756,-0.565248054,-0.166767157,-1.63961521,587041
2016,Tanzania,Africa,149,3.666,0.77623,0.357,0.3176,0.05099,0.31472,-0.065415667,-0.877530729,-0.368125464,-0.782714541,0.540655637,-1.172754864,945087
2016,Liberia,Africa,150,3.622,0.50353,0.23165,0.25748,0.04852,0.24063,-1.091162754,-1.425826192,-0.782624291,-0.805030379,-0.015037268,-2.058989578,111369
2016,Guinea,Africa,151,3.607,0.3109,0.18829,0.30953,0.1192,0.29914,-1.815730636,-1.615487869,-0.423764278,-0.166454089,0.423801872,-1.774292542,245857
2016,Rwanda,Africa,152,3.515,0.61586,0.31865,0.5432,0.50521,0.23552,-0.668639211,-1.045278085,1.187279318,3.321050633,-0.053363503,-1.52066928,26338
2016,Benin,Africa,153,3.484,0.10419,0.21028,0.39747,0.06681,0.2018,-2.593259717,-1.519301054,0.182540228,-0.63978476,-0.306271652,-1.358905732,112622
2016,Afghanistan,Asia,154,3.36,0.11037,0.17344,0.1643,0.07112,0.31268,-2.570013963,-1.680443494,-1.425056106,-0.600844978,0.525355144,-1.389833619,652230
2016,Togo,Africa,155,3.303,0,0.24811,0.34678,0.11587,0.17517,-2.985165067,-1.35382824,-0.166943232,-0.196539814,-0.506003087,-1.63550608,56785
2016,Syria,Africa,156,3.069,0.14866,0.62994,0.06912,0.17233,0.48397,-2.425988089,0.316340539,-2.081276971,0.313562299,1.810071538,-0.502553386,185180
2016,Burundi,Africa,157,2.905,0.23442,0.15747,0.0432,0.09419,0.2029,-2.10340624,-1.75029813,-2.259983053,-0.392413243,-0.298021386,-2.153207788,27834
2017,Norway,Europe,1,7.537000179,1.53352356,0.796666503,0.635422587,0.315963835,0.362012237,1.203576582,1.038166521,1.515835647,1.903084378,0.8569643,1.506187652,323802
2017,Denmark,Europe,2,7.521999836,1.551121593,0.792565525,0.626006722,0.400770068,0.355280489,1.265036228,1.02081205,1.452858603,2.739997842,0.806856339,1.186517685,43094
2017,Iceland,Europe,3,7.504000187,1.610574007,0.833552122,0.627162635,0.153526559,0.475540221,1.472668771,1.194258653,1.460589808,0.300066081,1.702013137,1.182345403,103000
