year,country,region,rank,score,gdp,social_support,health,freedom,trust,generosity,dystopia,Logged GDP per capita,social_support_std,health_std,freedom_std,trust_std,generosity_std,dystopia_std,gdp_std,score_std
2015,United Kingdom,Western Europe,21,6.867000000000001,1.26637,1.28548,0.90943,0.59625,0.32067,0.51912,1.96994,,1.0844485129497143,1.1334824023722934,1.1159664126635336,1.4813439871925553,2.23168288666164,-0.23384899929578548,1.045763463211959,1.3065452372981714
2015,Oman,Middle East and Northern Africa,22,6.853,1.36011,1.08182,0.76276,0.63274,0.32524000000000003,0.21542,2.4748900000000003,,0.33433559743405356,0.5379761264356312,1.3588846518350686,1.5195375675796425,-0.17322551519866394,0.6812548910541975,1.2790386159009186,1.294279393715692
2015,Venezuela,Latin America and Caribbean,23,6.81,1.04424,1.25596,0.7205199999999999,0.42908,0.11069,0.05841,3.19131,,0.9757215500408353,0.3664742167365472,0.0030959812492976067,-0.27355492083382454,-1.4165401947379668,1.9795987451477401,0.49298546377950087,1.256605731283794
2015,Singapore,Southeastern Asia,24,6.797999999999999,1.52186,1.02,1.02525,0.54252,0.4921,0.31105,1.88501,,0.10664247930983597,1.6037321935973856,0.7582794575885389,2.9140629118661536,0.5840395176294585,-0.38776477988282176,1.6815589481757132,1.2460921510702407
2015,Panama,Latin America and Caribbean,25,6.7860000000000005,1.06353,1.1985,0.79661,0.5421,0.0927,0.24434,2.84848,,0.764087021289338,0.6754131445065117,0.7554834679899629,-0.42390557973178894,0.055783213750298766,1.3582994744700796,0.5409892796038026,1.235578570856689
2015,Germany,Western Europe,26,6.75,1.32792,1.29937,0.89186,0.6147699999999999,0.21843,0.28214,2.1156900000000003,,1.13560764285501,1.0621450786646016,1.2392562397245592,0.6268775410709386,0.3551099756545446,0.030288820326969654,1.1989327148441915,1.20403783021603
2015,Chile,Latin America and Caribbean,27,6.67,1.10715,1.12447,0.85857,0.44132,0.12869,0.33363000000000004,2.67585,,0.491422486596103,0.9269817601541261,0.08457910669351741,-0.12312068736170895,0.762843705031519,1.0454479355234167,0.6495391212967023,1.1339472954590106
2015,Qatar,Middle East and Northern Africa,28,6.6110000000000015,1.69042,1.0786,0.79733,0.6404,0.52208,0.32573,1.55674,,0.3224758135395213,0.6783364725127459,1.4098781764186246,3.1646194851713774,0.7002859955330124,-0.982677452593365,2.101026195212742,1.0822555260757105
2015,France,Western Europe,29,6.575,1.27778,1.2603799999999998,0.94579,0.55011,0.20646,0.12332,2.21126,,0.9920011291755653,1.28111046668713,0.8088069839056654,0.5268387758119817,-0.9025375461875804,0.20348711481305218,1.0741576331733522,1.0507147854350507
2015,Argentina,Latin America and Caribbean,30,6.574,1.05351,1.24823,0.78723,0.44974,0.08484,0.11451,2.8360000000000003,,0.9472507023685576,0.6373286768697358,0.14063204102687776,-0.4895951950146128,-0.9723012703245224,1.3356823904982658,0.516054171539546,1.0498386537505875
2015,Czech Republic,Central and Eastern Europe,31,6.505,1.17898,1.20643,0.84483,0.46364,0.02652,0.10686,2.67782,,0.7932945015016486,0.8711949173684863,0.23316598250356566,-0.9770021114642673,-1.0328793054718102,1.049018100220891,0.828290499765317,0.9893855675226586
2015,Uruguay,Latin America and Caribbean,32,6.485,1.06166,1.2089,0.8116,0.6036199999999999,0.24558,0.2324,2.3214200000000003,,0.8023919133710576,0.7362752095251968,1.1650293730004535,0.8537825098913795,-0.038766033263899574,0.40312637525657036,0.5363357215119702,0.9718629338334042
2015,Colombia,Latin America and Caribbean,33,6.477,0.91861,1.2401799999999998,0.69077,0.53466,0.0512,0.18401,2.85737,,0.9176012426322266,0.24568392759005728,0.7059545093866135,-0.7707400624591667,-0.42195180068576343,1.3744105222673098,0.18035097015549809,0.9648538803577023
2015,Thailand,Southeastern Asia,34,6.455,0.9669,1.26504,0.7385,0.5566399999999999,0.03187,0.5763,2.31945,,1.0091646673583359,0.43947621333667847,0.8522779650454326,-0.9322897142933885,2.684474004272348,0.39955621055909557,0.3005222644092836,0.9455789832995217
2015,Saudi Arabia,Middle East and Northern Africa,35,6.4110000000000005,1.39541,1.0839299999999998,0.72025,0.31048000000000003,0.32524000000000003,0.13706,2.43872,,0.3421070707314017,0.3653779687342093,-0.7864382244438796,1.5195375675796425,-0.7937346438446087,0.6157052173955004,1.3668838568857735,0.9070291891831616
2015,Spain,Western Europe,36,6.329,1.23011,1.31379,0.95562,0.45951,0.06398,0.18227,2.12367,,1.1887188489913936,1.3210220143278022,0.2056720847842331,-0.6639317566939645,-0.43573033417024476,0.04475070575125473,0.9555292298377145,0.8351863910572163
2015,Malta,Western Europe,37,6.3020000000000005,1.2074,1.30203,0.88721,0.60365,0.13585999999999998,0.51752,1.6488,,1.1454048556374499,1.0432652519576715,1.1652290865432096,-0.06319771769531637,2.2190129708138406,-0.8158402129743544,0.8990146286262116,0.8115308355767229
2015,Taiwan,Eastern Asia,38,6.297999999999999,1.29098,1.07617,0.8753,0.3974,0.08129,0.25376,2.32323,,0.31352572817811997,0.9949085345212109,-0.2078015199004485,-0.51926416883828,0.13037734330421388,0.4064065773390208,1.1070062785274626,0.8080263088388707
2015,Kuwait,Middle East and Northern Africa,39,6.295,1.5542200000000002,1.16594,0.72492,0.55499,0.25609,0.16228,1.87634,,0.6441632437719568,0.3843389989968687,0.8412937201938838,0.9416193873242648,-0.5940250952936804,-0.4034771290843952,1.762087899968062,0.8053979137854832
2015,Suriname,Latin America and Caribbean,40,6.269,0.99534,0.972,0.6082,0.5965699999999999,0.13633,0.16990999999999998,2.79094,,-0.07014933029809761,-0.08956495223601643,1.1180966904529248,-0.05926971271021092,-0.5336054340944902,1.2540216690423382,0.37129616394495696,0.7826184899894522
2015,Trinidad and Tobago,Latin America and Caribbean,41,6.167999999999998,1.21183,1.18354,0.61483,0.55884,0.0114,0.31844,2.2688200000000003,,0.7089869072948659,-0.06264597351194139,0.8669236248474989,-1.1033668675808446,0.6425586914514791,0.30780116556767234,0.91003883308975,0.6941291898587139
2015,El Salvador,Latin America and Caribbean,42,6.13,0.76454,1.02507,0.67737,0.4035,0.11776,0.10692,3.035,,0.12531611419967362,0.1912775452518064,-0.16719309954017514,-0.21446769690894354,-1.0324041836275177,1.69632339293345,-0.20305742300417803,0.6608361858491311
2015,Guatemala,Latin America and Caribbean,43,6.122999999999998,0.74553,1.04356,0.64425,0.57733,0.09472,0.27489,2.74255,,0.19341779252573008,0.05680445696502465,0.9900137383657691,-0.4070235157532516,0.29769941946920664,1.16632610066124,-0.2503644493815742,0.6547032640578906
2015,Uzbekistan,Central and Eastern Europe,44,6.002999999999999,0.63244,1.34043,0.59772,0.6582100000000001,0.30826,0.22837,2.23741,,1.2868383033237967,-0.13211561543787217,1.528441449634439,1.3776279406709464,-0.07067838380554277,0.2508778797059175,-0.5317927299191726,0.5495674619223625
2015,Slovakia,Central and Eastern Europe,45,5.995,1.16891,1.26999,0.7890199999999999,0.31751,0.03431,0.16893,2.2463900000000003,,1.027396322724154,0.6445963951074573,-0.739638684258188,-0.9118975182005017,-0.5413657575512669,0.2671520314740986,0.8032309650141134,0.5425584084466614
2015,Japan,Eastern Asia,46,5.987,1.27074,1.25712,0.99111,0.49615,0.1806,0.10705,1.68435,,0.9799940187730272,1.4651177239684388,0.44958889166954524,0.31071492705704234,-1.031374752964884,-0.751414144448873,1.0566383556511605,0.5355493549709595
2015,South Korea,Eastern Asia,47,5.984,1.24461,0.95774,0.96538,0.33208000000000004,0.07857,0.18557,2.21978,,-0.12267123040245428,1.3606493495234238,-0.6426444736599619,-0.5419964530073997,-0.4095986327341596,0.21892762406304153,0.9916129690524564,0.5329209599175712
2015,Ecuador,Latin America and Caribbean,48,5.975,0.8640200000000001,0.99903,0.79075,0.48574,0.1809,0.11540999999999997,2.53942,,0.029406557487369894,0.6516205026779927,0.38028829233340733,0.31322216428157756,-0.9651744426601359,0.7982004382257668,0.04450191334634198,0.5250357747574061
2015,Bahrain,Middle East and Northern Africa,49,5.96,1.32376,1.21624,0.74716,0.45492,0.306,0.17362,1.73797,,0.8294263275902704,0.47463735296721976,0.17511591274265073,1.3587400869127808,-0.5042270667224068,-0.6542404230892016,1.188580414490169,0.5118937994904653
2015,Italy,Western Europe,50,5.948,1.25114,1.19777,0.95446,0.26236,0.02901,0.22823,2.02518,,0.7613983125182178,1.3163122080955354,-1.1067787470236075,-0.9561920425006246,-0.07178700144222516,-0.13373940645900323,1.0078630943677849,0.5013802192769129
2015,Bolivia,Latin America and Caribbean,51,5.89,0.68133,0.97841,0.5392,0.57414,0.08800000000000001,0.20536,2.82334,,-0.04654025739003807,-0.3697172195001446,0.9687775316527737,-0.4631856295828413,-0.25288761109169877,1.3127390985845493,-0.4101283154220183,0.45056458157807333
2015,Moldova,Central and Eastern Europe,52,5.8889999999999985,0.59448,1.01528,0.61826,0.32818,0.01615,0.20951,3.10712,,0.08925795136505564,-0.04871956370446352,-0.6686072342181694,-1.0636689448590362,-0.22002501686147063,1.8270240416551864,-0.6262574706496282,0.4496884498936095
2015,Paraguay,Latin America and Caribbean,53,5.877999999999999,0.75985,1.30477,0.66098,0.53899,0.08242000000000001,0.3424,2.18896,,1.1554967214359027,0.12473123133210977,0.7347798307243151,-0.5098202419591972,0.8322906812722655,0.16307357534418476,-0.2147286462398428,0.44005100136452
2015,Kazakhstan,Central and Eastern Europe,54,5.855,1.12254,1.12241,0.64368,0.51649,0.08454,0.11827,2.24729,,0.48383517143376187,0.05449015562675592,0.5849946736577345,-0.492102432239148,-0.9425269680821953,0.26878307118360384,0.6878376555391078,0.41989997262187806
2015,Slovenia,Central and Eastern Europe,55,5.848,1.18498,1.27385,0.8733700000000001,0.60855,0.03787,0.25328,1.61583,,1.0416133307467919,0.9870723913933886,1.1978489651932651,-0.8821449698026833,0.1265763685498744,-0.8755906343325857,0.8432217021990034,0.4137670508306384
2015,Lithuania,Central and Eastern Europe,56,5.832999999999998,1.14723,1.25745,0.73128,0.21342,0.01031,0.026410000000000003,2.4464900000000003,,0.9812094624640815,0.41016172971860587,-1.4325781064386502,-1.1124764961633224,-1.669938511693942,0.6297865268875682,0.7492795535537269,0.40062507556369603
2015,Nicaragua,Latin America and Caribbean,57,5.8279999999999985,0.59325,1.14184,0.7431399999999999,0.55475,0.19317,0.27815,2.32407,,0.5553990226979735,0.45831543826574395,0.8396960118518402,0.4157681667650697,0.3235143730090965,0.40792888106789243,-0.6293183671485337,0.3962444171413824
2015,Peru,Latin America and Caribbean,58,5.824,0.9001899999999999,0.97459,0.73017,0.4149600000000001,0.05989,0.14982,2.5945,,-0.06060993890466961,0.40565493237566097,-0.09090252620759609,-0.6981137575217953,-0.6926920649584133,0.8980200684475259,0.13451217868408075,0.39273989040353263
2015,Belarus,Central and Eastern Europe,59,5.813,1.0319200000000002,1.23289,0.7360800000000001,0.37938,0.1909,0.11046,2.1309,,0.8907509865480225,0.42965058309350185,-0.32776278791555,0.3967967384327527,-1.004371994814263,0.057853391417618194,0.46232672811566516,0.38310244187444237
2015,Poland,Central and Eastern Europe,60,5.791,1.12555,1.27948,0.77903,0.53122,0.04212,0.16759000000000002,1.86565,,1.0623495367487226,0.6040352190209554,0.6830540231506562,-0.8466257757884339,-0.5519768120737982,-0.4228502563006368,0.6953281420933404,0.36382754481626267
2015,Malaysia,Southeastern Asia,61,5.77,1.12486,1.07023,0.7239399999999999,0.5302399999999999,0.10501,0.33075,1.88541,,0.291647741739138,0.38036002476616043,0.6765300474206446,-0.3210252789516921,0.7400378565054808,-0.3870398733452637,0.6936110538134663,0.3454287794425444
2015,Croatia,Central and Eastern Europe,62,5.759,1.08254,0.79624,0.78805,0.25883,0.0243,0.05444,2.75414,,-0.7175020064791473,0.640658022654614,-1.1302783738878308,-0.9955556669258282,-1.4479774234353175,1.1873302675869877,0.5882963059811988,0.335791330913455
2015,Libya,Middle East and Northern Africa,63,5.754,1.13145,1.1186200000000002,0.7038,0.41668,0.11023,0.18295,2.09066,,0.4698759848001364,0.2985880441473267,-0.07945228308961821,-0.27739935124477866,-0.43034561993493015,-0.015072206260732418,0.710010491153132,0.3314106724911406
2015,Russia,Central and Eastern Europe,64,5.716,1.13764,1.23617,0.6692600000000001,0.36679,0.03005,0.00199,2.27394,,0.9028317602045645,0.15834950340380544,-0.41157590469191674,-0.9475002867889025,-1.8633131023209708,0.3170799692484164,0.7254145149972182,0.298117668481557
2015,Jamaica,Latin America and Caribbean,65,5.709,0.81038,1.1510200000000002,0.6874100000000001,0.50442,0.02299,0.2123,2.32038,,0.5892104562854914,0.2320417302276305,0.5046432582891285,-1.0065039361396322,-0.19793185110187164,0.40124161825891885,-0.08898303641081433,0.2919847466903173
2015,North Cyprus,Western Europe,66,5.695,1.20806,1.07008,0.92356,0.49027,0.1428,0.26169000000000003,1.59888,,0.29109526733411284,1.1908527144946435,0.4104450372894788,-0.005196963234400451,0.19317261372486688,-0.9063085488616127,0.9006570608939168,0.27971890310783953
2015,Cyprus,Western Europe,67,5.689,1.20813,0.89318,0.92356,0.40672,0.06146,0.30638000000000004,1.88931,,-0.360456214325125,1.1908527144946435,-0.14575717928442444,-0.6849925493800607,0.5470592007486963,-0.3799720346040716,0.9008312582556433,0.27446211300106294
2015,Algeria,Middle East and Northern Africa,68,5.605,0.93929,1.07772,0.61766,0.28579,0.17382999999999998,0.07822,2.43209,,0.3192346303633759,-0.05115567037632569,-0.9508024701316079,0.2541349403566964,-1.259670799147408,0.603689891535474,0.23181384787693685,0.20086705150619308
2015,Kosovo,Central and Eastern Europe,69,5.589,0.80148,0.81198,0.63132,0.24749,0.04741,0.2831,2.76579,,-0.6595290255785455,0.004306358186398869,-1.2057700930493878,-0.802414826062462,0.36271192516322404,1.208443170493369,-0.11113098668744914,0.18684894455478923
2015,Turkmenistan,Central and Eastern Europe,70,5.547999999999999,0.95847,1.22668,0.53886,0.4761,0.30844,0.16979,1.86984,,0.8678785461799959,-0.37109767994753307,0.3161136739279924,1.3791322830056676,-0.534555677783075,-0.4152568603197152,0.27954392498995445,0.15092754549181578
2015,Mauritius,Sub-Saharan Africa,71,5.477,1.00761,0.98521,0.7095,0.56066,0.07521,0.37744,1.76145,,-0.02149475102891407,0.3217310575300157,0.8790395797746626,-0.5700775099221946,1.1097618383390586,-0.6116884093345376,0.4018304729218453,0.08872219589496226
2015,Hong Kong,Eastern Asia,72,5.474,1.38604,1.05818,1.01328,0.59608,0.37124,0.39478,0.6542899999999999,,0.24726563120214592,1.5551318654937387,1.1148347025879202,1.903980608675049,1.2470720513395779,-2.6181572146417693,1.343566295751833,0.08609380084157395
2015,Estonia,Central and Eastern Europe,73,5.4289999999999985,1.15174,1.22791,0.77361,0.44888,0.15184,0.0868,1.58782,,0.8724088363011995,0.5820290554184688,0.13490691946788866,0.070354451798262,-1.1917283754135874,-0.926352214625096,0.7605028407163812,0.046667875040749145
2015,Indonesia,Southeastern Asia,74,5.399,0.8282700000000001,1.0870799999999998,0.63793,0.46611,0.0,0.51535,1.86399,,0.35370903323692227,0.031144133354745095,0.2496090641904305,-1.1986418821131843,2.2018293974452634,-0.42585861843150313,-0.044463167821039346,0.020383924506868288
2015,Vietnam,Southeastern Asia,75,5.36,0.63216,0.91226,0.7467600000000001,0.59444,0.10441,0.1686,2.20173,,-0.2901814700059715,0.4730132818526453,1.1039170289172888,-0.32603975340076263,-0.5439789276948753,0.18621621655572934,-0.5324895193660778,-0.01378521118717831
2015,Turkey,Middle East and Northern Africa,76,5.332000000000002,1.06098,0.94632,0.73172,0.22815,0.15746,0.12253,2.08528,,-0.16473294843834174,0.411948207944638,-1.3345187569457289,0.11732336247122241,-0.9087933171374311,-0.024822199190889967,0.5346435185694858,-0.03831689835213389
2015,Kyrgyzstan,Central and Eastern Europe,77,5.2860000000000005,0.47428,1.15115,0.65088,0.43477,0.04232,0.3003,2.2327,,0.589689267436512,0.08372343568909969,0.04097498319191276,-0.8449542843054103,0.4989135205270607,0.24234210522616978,-0.9253792260711449,-0.07861895583742093
2015,Nigeria,Sub-Saharan Africa,78,5.268,0.65435,0.90432,0.16007000000000002,0.34334000000000003,0.0403,0.27233,2.89319,,-0.31942578184528364,-1.9090524236718687,-0.567685323945753,-0.8618363482839477,0.27742755411272857,1.4393259027056433,-0.47726895569882793,-0.09438932615775085
2015,Bhutan,Southern Asia,79,5.252999999999999,0.77042,1.10395,0.57407,0.5320600000000001,0.15445,0.47998,1.63794,,0.41584398798871114,-0.22813882008709901,0.688646002347809,0.09216741565171876,1.9217450702348622,-0.8355214254690586,-0.18842484461916542,-0.10753130142469244
2015,Azerbaijan,Central and Eastern Europe,80,5.2120000000000015,1.02389,0.93793,0.64045,0.3703,0.16065,0.07799,2.00073,,-0.19563468349272847,0.0413757813765653,-0.38820942018953003,0.14398365162544732,-1.2614920995505292,-0.17804931856724632,0.44234380219191444,-0.14345270048766276
2015,Pakistan,Southern Asia,81,5.194,0.59543,0.41411,0.51466,0.12102,0.10464,0.33671,3.1070900000000004,,-2.1249489690933054,-0.4693539823792998,-2.047695818125409,-0.32411753819528566,0.7872332930385314,1.82696967366487,-0.6238933635976278,-0.15922307080799347
2015,Jordan,Middle East and Northern Africa,82,5.192,0.90198,1.05392,0.69639,0.40661,0.14293,0.11053,1.87996,,0.23157535809944207,0.26850212674983104,-0.14648946227452772,-0.004110493770435245,-1.0038176859959218,-0.39691672491949354,0.13896665407679734,-0.16097533417691876
2015,Montenegro,Central and Eastern Europe,82,5.192,0.97438,0.90557,0.72521,0.1826,0.14296,0.1614,2.10017,,-0.3148218284700771,0.3855164505549354,-1.6377504860294068,-0.0038597700479817,-0.6009935490099699,0.0021624466697122715,0.3191364967766127,-0.16097533417691876
2015,China,Eastern Asia,84,5.14,0.89012,0.94675,0.81658,0.5169699999999999,0.02781,0.08185,1.8604,,-0.16314918847727092,0.7564948949016512,0.588190090341821,-0.9662209913987657,-1.2309259275677147,-0.4323646546060876,0.10945264393287736,-0.20653418176898167
2015,Zambia,Sub-Saharan Africa,85,5.129,0.47038,0.91612,0.29924,0.48827,0.12468,0.19591,2.6343,,-0.2759644619833332,-1.3439974811334814,0.39713080110578275,-0.15663409159633027,-0.32771930156776014,0.970148268934563,-0.9350845076530409,-0.2161716302980719
2015,Romania,Central and Eastern Europe,86,5.124,1.04345,0.8858799999999999,0.7689,0.35068,0.006490000000000001,0.13748,1.93129,,-0.3873433020363318,0.5629056180443524,-0.5188220771515887,-1.1444019834890715,-0.7904087909345614,-0.30389309348734284,0.491019522125732,-0.22055228872038551
2015,Serbia,Central and Eastern Europe,87,5.122999999999998,0.92053,1.00964,0.74836,0.20107,0.02617,0.19231,2.025,,0.06848491373612395,0.47950956631094366,-1.5147935148729736,-0.9799272215595585,-0.3562266122253073,-0.13406561440090492,0.18512895493427753,-0.22142842040484934
2015,Portugal,Western Europe,88,5.102,1.15991,1.13935,0.8751899999999999,0.51469,0.01078,0.13719,1.26462,,0.5462279475745624,0.9944619149647026,0.5730118610924079,-1.1085484911782173,-0.7927052131819748,-1.5120766969720894,0.7808341613635841,-0.23982718577856524
2015,Latvia,Central and Eastern Europe,89,5.098,1.11312,1.09562,0.72437,0.29671,0.06332,0.18226,1.62215,,0.3851632426963345,0.3821059012143283,-0.8781067405686275,-0.6694476785879421,-0.43580952114429333,-0.8641371110391669,0.6643956677182203,-0.24333171251641658
2015,Philippines,Southeastern Asia,90,5.073,0.70532,1.03516,0.58114,0.62545,0.12279,0.24991,1.7536,,0.16247922584434185,-0.19943336313699186,1.3103542609454963,-0.17242968611090242,0.09989035829544815,-0.6259147001341164,-0.35042839102466244,-0.2652350046279846
2015,Somaliland region,Sub-Saharan Africa,91,5.057,0.18847,0.95152,0.43873,0.46582,0.39928,0.5031800000000001,2.11032,,-0.14558050239748235,-0.7776432817034341,0.24767849994379448,2.1383237145949447,2.105458850027945,0.020556950060251176,-1.636627053999794,-0.2792531115793885
2015,Morocco,Middle East and Northern Africa,92,5.013,0.7347899999999999,0.64095,0.60954,0.4169100000000001,0.08546000000000001,0.07172,2.45373,,-1.2894603421878135,-0.0841243140021913,-0.07792114592849236,-0.48441357141723984,-1.3111423322790907,0.6429073352173706,-0.277091301737873,-0.3178029056957494
2015,Macedonia,Central and Eastern Europe,93,5.007,0.91851,1.00232,0.73545,0.33457,0.053270000000000005,0.22359,1.7393299999999998,,0.04152416277091413,0.4270926710880467,-0.6260682496112607,-0.7534401256098732,-0.1085297574008414,-0.6517757408615041,0.18010211678160334,-0.3230596958025261
2015,Mozambique,Sub-Saharan Africa,94,4.971,0.08308,1.02626,0.09131,0.34037,0.15603,0.22269,3.05137,,0.12969907781287038,-2.1882302482672524,-0.5874569646785419,0.10537219836760445,-0.11565658506522832,1.7259901929830175,-1.8988936247474948,-0.35460043644318434
2015,Albania,Central and Eastern Europe,95,4.959,0.8786700000000001,0.8043399999999999,0.81325,0.35733000000000004,0.06412999999999999,0.14272,1.89894,,-0.6876683886078085,0.7429745028728174,-0.47455224184079897,-0.662678138081697,-0.7489148165330203,-0.3625199097123588,0.08095893262192601,-0.36511401665673765
2015,Bosnia and Herzegovina,Central and Eastern Europe,96,4.949,0.8322299999999999,0.91916,0.79081,0.09245,0.00227,0.24808,2.06367,,-0.264767647374831,0.6518641133451791,-2.237889682009507,-1.1796704537808675,0.08539914204452834,-0.06398527488246941,-0.034608574214806724,-0.37387533350136487
2015,Lesotho,Sub-Saharan Africa,97,4.898,0.37545,1.04103,0.07612000000000001,0.31767,0.12504,0.16388,2.79832,,0.18409939089431138,-2.2499043488432253,-0.7385735453634923,-0.15362540692688784,-0.5813551794458818,1.2673961946602863,-1.1713210154913485,-0.41855804940896474
2015,Dominican Republic,Latin America and Caribbean,98,4.885,0.8953700000000001,1.17202,0.66825,0.57672,0.14234000000000002,0.21684,1.21305,,0.666556872988962,0.15424872383950416,0.9859528963297418,-0.009041393645354417,-0.1619809648837425,-1.6055352723267753,0.12251744606235314,-0.42994776130698026
